Unnamed: 0,customer_id,subscription_id,participant_age,marketing_channel,country_code,extra_draws_per_year,add_ons,failed_payments_12m,monthly_spend_estimated,donation_share_charity,web_sessions_90d_raw,service_contacts_12m,complaints_12m,lifetime_wins,campaign_cohort,treatment_sent_flag,offer_cost_eur,baseline_churn_risk_band,historic_revenue_12m,churned,revenue_next_12m_observed,subscription_month_length,ITE_variant_a,ITE_variant_b
29461,5ed9dcf3d3d3dd8712,4a3c63555ca3b14a99,44,online paid,gb,1,0,0.0,13.33,69.0,12,0,0,8,variant_b,1,21.1,low,154.37,0,182.98,150,-0.010000000000000009,-0.1
3795,6fbb698655e6b0fdd2,bc46d46101326ed8c3,57,dm,se,2,0,0.0,19.94,30.0,9,1,1,4,variant_b,1,15.31,low,307.08,0,299.65,98,-0.010000000000000009,-0.020000000000000004
29390,0a69873505351b9ef0,e28c2104acd54a649f,71,direct mail,gb,0,0,0.0,17.79,35.0,10,0,0,0,variant_a,1,9.43,low,241.96,0,220.86,84,-0.010000000000000009,0.1
33012,5cc8dfeade12d0c5cd,eb6f08d501e7ca780d,29,tv,de,0,0,0.0,19.42,46.7,12,1,1,9,variant_b,1,14.4,low,217.63,0,277.27,161,-0.010000000000000009,-0.13
2545,fc45350a5b080b7a6e,931ce771c48398d087,25,door-to-door,de,2,1,2.0,18.36,30.6,15,0,0,12,variant_b,1,20.53,medium,257.3,1,158.72,69,-0.010000000000000009,0.31999999999999995
31125,4585ad1e2cbe41891c,59dd61e0fd84b83a96,19,referral,gb,2,0,0.0,14.16,60.7,4,1,0,3,variant_a,1,15.97,medium,170.22,0,177.45,88,-0.010000000000000009,-0.05
17762,7d757465b17e6b28ef,5ca8f1e07164522a89,78,dm,se,2,0,0.0,14.43,48.0,9,0,0,0,variant_b,1,18.44,medium,221.35,1,99.65,161,-0.010000000000000009,0.49
24217,1f98b825af97356ac8,a1f3235683e93aaa5a,25,referral,se,0,3,1.0,23.98,43.0,1,1,0,0,variant_b,1,18.38,very high,300.55,0,321.82,64,-0.010000000000000009,-0.27
29378,4e12a64387b9e833d5,23d4fdcc7ef997790b,77,door-to-door,nl,0,1,0.0,20.09,62.0,6,0,0,7,variant_b,1,10.86,high,246.39,0,252.31,139,-0.010000000000000009,-0.07
20620,91a378e125753ad74b,6273a830faabcd811a,77,door-to-door,se,0,0,0.0,13.43,44.0,14,0,0,0,variant_a,1,7.08,medium,146.28,0,171.69,39,-0.010000000000000002,0.05
5238,b5f30ed55c1e0b0c8b,432b6b9c3b072f7e63,47,referral,nl,2,0,1.0,12.44,48.0,10,0,0,3,variant_a,1,7.47,low,200.44,0,193.17,28,-0.010000000000000002,0.060000000000000005
30284,e2edf8a3b6635786b0,ba6b05673da2ed568f,57,door-to-door,gb,2,0,1.0,17.38,55.9,11,2,0,11,variant_a,1,6.12,high,214.97,0,250.11,35,-0.010000000000000002,0.0
10225,b40a13d4ebea2ec349,e182e9195aa3d2594b,31,door-to-door,nl,0,1,0.0,21.69,36.0,1,0,0,0,variant_a,1,14.69,low,240.69,0,311.49,18,-0.010000000000000002,0.009999999999999995
9497,36426b22b500b98b3a,ed4e7380413130d5d7,23,direct mail,de,2,0,0.0,13.86,50.0,8,0,0,12,variant_b,1,14.25,high,167.59,0,192.62,142,-0.010000000000000002,-0.05
90,530ad673015b98fcf4,f9730b57a896afa95e,37,online paid,gb,0,0,0.0,12.36,62.6,14,0,0,12,variant_a,1,14.79,low,158.6,0,139.05,22,-0.010000000000000002,0.030000000000000006
32659,e9c09a84884c09721d,c77e24cc737e075237,32,direct mail,gb,2,1,0.0,16.82,70.0,5,3,0,6,variant_a,1,8.08,low,212.77,0,200.61,58,-0.010000000000000002,0.09
28027,eb077228f548ccff0e,fe4d903f9ba7c15586,36,direct mail,nl,2,0,1.0,20.21,44.0,7,3,0,12,variant_a,1,8.28,medium,296.89,0,332.62,100,-0.010000000000000002,-0.03
28033,79538b5ba48344b080,a658bf49399f20e624,46,tv,nl,0,2,0.0,21.75,51.0,11,0,1,8,variant_b,1,11.93,medium,224.63,0,219.95,74,-0.010000000000000002,-0.030000000000000002
1938,2e99b7de2efefc11e5,b2f64c8a5588028fd5,23,dm,nl,2,1,0.0,18.6,62.1,7,1,0,2,variant_a,1,7.89,medium,267.68,0,304.74,66,-0.010000000000000002,0.060000000000000005
34267,ffdd909cdb7fa6ea26,0a07e64734f6d8027c,48,direct mail,se,0,0,0.0,15.6,66.0,10,1,0,0,variant_a,1,7.17,low,217.1,0,188.82,62,-0.010000000000000002,0.06999999999999999
11651,2b2789af28ab82a0de,433448be47611a9df2,40,tv,de,2,0,0.0,13.73,40.0,11,0,0,0,variant_a,1,13.17,low,183.49,0,156.86,125,-0.010000000000000002,0.25
30907,a5be7e784650548b8f,b0aa3e665aba964fa0,27,referral,nl,1,1,0.0,21.02,32.0,10,1,0,11,variant_a,1,10.26,low,259.69,0,301.8,53,-0.010000000000000002,-0.010000000000000002
511,a1dc51ee503c5fe517,7b374aa0e3db4efd82,40,referral,no,2,0,0.0,19.09,42.0,8,0,0,4,variant_a,1,8.99,medium,251.58,0,314.72,97,-0.010000000000000002,0.049999999999999996
25629,f1e9e809306242b3cf,8a64f3ba92e712f54b,82,television,no,1,0,0.0,16.4,64.0,5,0,0,5,variant_b,1,11.07,low,238.83,0,240.05,138,-0.010000000000000002,-0.02
8242,7f4534d3d560376808,8e44c38cf65ac5f799,44,dm,no,2,0,0.0,14.56,64.0,5,0,0,12,variant_b,1,13.45,low,174.38,0,218.85,24,-0.010000000000000002,-0.030000000000000002
8254,4963e568b60129071a,fa0cb2594b201d9914,51,television,de,0,1,0.0,20.38,52.6,4,0,0,13,variant_b,1,10.99,low,245.35,0,244.92,97,-0.010000000000000002,-0.02
33248,1940d1c94e7b75208d,bbea395bb439099241,65,door-to-door,de,0,0,1.0,17.63,60.0,10,3,0,9,variant_b,1,10.48,low,215.89,0,199.01,156,-0.010000000000000002,-0.03
7384,991c0955da231335e4,518aee745d672628e2,22,door-to-door,se,0,0,0.0,16.9,63.0,15,1,0,6,variant_a,1,12.19,high,200.68,0,230.6,90,-0.010000000000000002,0.039999999999999994
1986,6e0cf80a83327822a9,b646ea872d30da48c9,51,referral,se,2,1,0.0,19.15,48.0,11,0,0,3,variant_a,1,5.2,low,255.27,0,258.76,142,-0.010000000000000002,0.04
19202,950a9f7312a63246f7,7587fb7c20bb1f528f,49,online paid,se,0,0,0.0,13.97,42.0,9,0,0,0,variant_a,1,8.98,medium,171.03,0,188.01,8,-0.010000000000000002,0.039999999999999994
2054,cb1d78edc3b427d8f9,57c3020cebab58855a,43,referral,nl,2,1,0.0,19.31,41.0,9,0,1,14,variant_b,1,13.29,low,230.99,0,291.48,141,-0.010000000000000002,-0.04
25322,e94df919e51ae96652,7925bc923d8da4dc12,67,door-to-door,nl,0,0,1.0,14.67,36.0,7,0,0,5,variant_b,1,11.73,low,155.57,0,206.9,66,-0.010000000000000002,-0.04
4057,a412963e013751a906,743fdd442fa5ba79aa,45,dm,no,0,0,0.0,16.27,59.0,7,0,0,9,variant_a,1,9.44,high,221.33,0,214.54,82,-0.010000000000000002,0.010000000000000002
558,1e5eeb40a3fce716b2,79e61e60dd63ed2688,75,door-to-door,de,1,0,0.0,14.46,44.0,5,1,0,6,variant_b,1,13.33,low,179.84,0,201.71,128,-0.010000000000000002,-0.010000000000000002
23695,669d11d1eb158cd3de,f88e726cf4d8ceb902,74,direct mail,de,2,1,0.0,21.21,62.0,8,1,0,5,variant_a,1,9.02,medium,261.43,0,296.21,72,-0.010000000000000002,-0.030000000000000002
31685,4f7146f3ccda08de84,caa96ab092d6a1cd46,37,door-to-door,no,0,1,0.0,22.1,47.6,10,1,0,1,variant_a,1,16.06,medium,278.7,0,248.88,128,-0.010000000000000002,0.019999999999999997
15431,c644332952f476c37d,ac3b1deceea3dec694,19,door-to-door,nl,0,2,0.0,18.01,42.0,13,2,0,3,variant_a,1,5.26,low,251.61,0,238.32,102,-0.010000000000000002,0.060000000000000005
3254,0498b76a320aee7c36,af3609f48d055f95e4,87,door-to-door,gb,1,0,0.0,17.28,48.0,4,0,1,0,variant_a,1,10.86,medium,183.81,0,213.7,63,-0.010000000000000002,0.039999999999999994
3259,73fc6f67e65dd0a5b0,b3cfce92d71e824823,28,online paid,se,0,0,0.0,12.62,55.7,6,1,0,2,variant_a,1,5.87,medium,142.61,0,165.27,42,-0.010000000000000002,0.04
274,eeb358fcbf46e89566,7c7acb86c1b66bcab9,38,online paid,gb,1,0,0.0,15.79,44.0,3,0,0,15,variant_a,1,8.7,low,220.72,0,214.24,74,-0.010000000000000002,0.13999999999999999
8786,1b62d7b3f8f7235f93,f35a59a4361b0a6a95,34,television,no,2,0,0.0,16.44,44.0,7,0,0,0,variant_b,1,15.53,low,186.54,0,248.4,60,-0.010000000000000002,-0.030000000000000002
30212,4fac9d25fadd0be196,cdb4fd9c14cfc00be1,76,tv,gb,2,1,0.0,18.01,37.0,6,0,0,0,variant_a,1,6.86,low,229.53,0,286.13,26,-0.010000000000000002,0.0
34165,0d970b78ccd6d4614e,14d62b5b74d0584be2,82,referral,de,2,1,0.0,18.46,44.0,7,1,0,0,variant_a,1,16.45,low,244.06,0,277.18,57,-0.010000000000000002,0.0
28313,cf4f35ee546a6d8fe9,cafcf89b584b2bb60d,19,direct mail,gb,2,1,1.0,19.42,45.0,14,0,0,5,variant_a,1,8.08,low,250.87,0,292.32,39,-0.010000000000000002,0.009999999999999995
33381,88ec5df775e0829fcf,724b0cb0167ab53a7b,60,referral,no,2,0,1.0,19.63,70.0,10,0,0,11,variant_a,1,16.43,low,293.3,0,230.0,59,-0.010000000000000002,0.04
11028,58ca56b8d08b89f697,b0111ff79814271cd2,62,door-to-door,no,0,0,1.0,13.77,31.0,9,0,0,15,variant_a,1,10.16,medium,161.83,0,197.66,25,-0.010000000000000002,-0.010000000000000002
31332,a727613d0a2990f284,09322a5a74ea1583cd,36,online paid,gb,0,1,0.0,16.96,53.0,5,2,0,0,variant_b,1,11.53,low,226.97,0,230.62,34,-0.010000000000000002,-0.03
15392,2b20b3682e832df224,d52fde64d026c44e6c,86,referral,no,2,0,1.0,15.93,52.0,6,0,0,13,variant_b,1,19.61,medium,249.78,0,194.54,61,-0.010000000000000002,-0.03
5908,680cdf3f4fbe1106a6,440cd465a88295860b,35,door-to-door,no,2,0,1.0,17.82,36.0,14,0,1,4,variant_b,1,16.05,low,228.65,0,294.65,35,-0.010000000000000002,-0.04
8172,57d2108c6efd565d5b,edf1c3a320e4826adc,84,direct mail,no,2,0,0.0,16.44,46.0,0,0,0,13,variant_b,1,13.92,low,198.7,0,235.47,103,-0.010000000000000002,-0.05
3125,87736972ed2fb48230,3cbe3e98c3f760e1b4,73,online paid,de,2,2,1.0,23.76,54.0,15,0,0,11,variant_a,1,9.76,medium,331.17,0,365.11,138,-0.010000000000000002,0.07
3453,1f3e9145ab192941f3,dbbe19b269c45b823b,71,door-to-door,nl,2,0,0.0,15.36,40.5,1,0,0,7,variant_b,1,13.56,low,251.8,0,205.06,93,-0.010000000000000002,0.0
25430,6b36917c087c21e485,342ba1bf6584388f83,70,tv,gb,0,1,0.0,20.84,55.6,10,1,0,0,variant_a,1,12.94,medium,265.48,0,214.52,69,-0.010000000000000002,0.060000000000000005
31705,49d9a40d7e55c5a283,4ceb921d187e494f77,33,online paid,gb,0,0,0.0,16.75,68.0,15,0,0,6,variant_a,1,14.44,medium,161.5,0,188.16,45,-0.010000000000000002,0.060000000000000005
7193,f9470a9c5982e834a1,76ac11e1f7be284790,61,referral,nl,0,0,0.0,14.38,60.7,15,0,0,12,variant_a,1,12.67,medium,153.61,0,189.65,88,-0.010000000000000002,-0.010000000000000002
16542,4717c244331eb475a4,a5656301b436a958fb,61,television,se,0,0,1.0,16.57,64.0,13,4,0,14,variant_a,1,15.67,medium,187.74,0,166.14,51,-0.010000000000000002,-0.05
13360,841db5759f578ab2f0,2a3e28279a5f952478,67,referral,de,0,0,0.0,12.35,51.0,14,0,0,13,variant_b,1,18.81,medium,131.04,0,166.98,28,-0.010000000000000002,-0.02
29650,a389e350f007b3dc1a,ae15d73b2d6152b437,79,dm,nl,0,1,0.0,20.06,48.0,10,1,0,1,variant_a,1,16.83,low,194.1,0,245.33,26,-0.010000000000000002,-0.03
20133,63515bad9f509b6783,2be1f3ad2ab3a703ee,48,online paid,se,0,2,0.0,19.31,60.0,8,0,0,13,variant_b,1,12.13,medium,203.2,0,194.05,24,-0.010000000000000002,-0.05
782,129062814faa8bf423,c61b0d99f5e646fb73,90,referral,no,2,0,0.0,14.63,45.0,10,0,0,6,variant_a,1,6.88,low,227.31,0,245.56,111,-0.010000000000000002,0.04
18311,0ccb9c4f617f6da1b2,55e1dbae3ada8805c2,70,direct mail,gb,1,0,0.0,19.77,47.0,15,1,0,1,variant_a,1,16.35,low,278.82,0,228.01,90,-0.010000000000000002,0.019999999999999997
31978,3f882a4bb95c43e279,c73e3b34ceb494b36e,48,direct mail,nl,0,1,0.0,17.54,62.1,5,0,0,2,variant_a,1,6.66,low,208.49,0,233.63,159,-0.010000000000000002,-0.020000000000000004
16312,93af461084793fe02a,8e8bfef31919bd92a1,55,online paid,nl,0,0,0.0,18.86,34.0,12,0,0,2,variant_b,1,13.61,medium,201.13,0,198.32,80,-0.010000000000000002,-0.03
4155,0eeee4beb285c6046d,af0f7d7c9f9f188cf3,64,direct mail,gb,2,0,0.0,13.3,62.0,13,0,0,4,variant_a,1,11.51,low,197.88,0,212.36,109,-0.010000000000000002,0.0
14167,70e38e8f33723e5958,1b9c87e78553ea511c,84,door-to-door,se,0,0,0.0,19.62,34.8,4,0,0,15,variant_a,1,17.17,medium,262.54,0,213.78,78,-0.010000000000000002,0.039999999999999994
10945,95f8a41d276ddf36bc,080f4f9108d1a5783b,67,tv,gb,2,0,1.0,13.08,54.0,5,0,0,8,variant_b,1,16.36,low,216.82,0,152.37,146,-0.010000000000000002,-0.020000000000000004
10968,88fb5550341fd3bb49,c6bf8d938e1dd48fa1,88,online paid,no,0,0,1.0,15.16,54.0,15,1,0,5,variant_a,1,6.61,medium,206.86,0,199.51,89,-0.010000000000000002,-0.010000000000000002
27600,5c737c905445569057,20f7c4d6ade8ccd580,34,door-to-door,nl,2,0,1.0,13.18,33.0,10,0,0,11,variant_b,1,10.26,low,156.42,0,210.26,25,-0.010000000000000002,-0.010000000000000002
17348,da3792d66f5f4552e5,aacd857fe9a6cf4f4c,30,dm,nl,2,0,0.0,13.27,60.0,10,0,0,7,variant_a,1,11.72,medium,206.97,0,176.99,67,-0.010000000000000002,0.0
18349,c3d69d6cb156570e71,c5a1bec92dc9592476,33,referral,no,2,0,0.0,14.84,35.0,8,0,1,7,variant_b,1,13.59,low,222.96,0,242.36,37,-0.010000000000000002,-0.04
25895,408567fb466fdcc517,fd95efc268740bcf2d,55,referral,se,0,0,0.0,20.62,64.0,5,0,0,7,variant_a,1,12.92,low,219.07,0,283.84,158,-0.010000000000000002,0.010000000000000002
28926,b5146481a245e50255,03505a1b8e036da925,22,tv,nl,2,0,0.0,17.49,66.0,4,2,0,3,variant_a,1,6.37,low,291.06,0,220.65,64,-0.010000000000000002,0.06
16524,c8aae6e64a66c65053,3df916785ed7486807,18,online paid,se,0,3,0.0,24.94,67.0,9,2,0,14,variant_b,1,14.96,medium,283.73,0,358.47,52,-0.010000000000000002,-0.03
1776,559b4c29ff85968364,21007a264bcff208f5,29,direct mail,nl,2,2,0.0,21.63,41.0,2,0,0,9,variant_a,1,5.94,low,268.6,0,273.64,161,-0.010000000000000002,0.11
15910,8336a44c34eb4eda4d,d65c63693338bc9fcb,74,online paid,no,2,0,0.0,16.29,65.0,8,1,0,13,variant_a,1,16.32,high,203.43,0,215.32,78,-0.010000000000000002,-0.010000000000000002
3003,e022c20ad33354cbec,d526ec740b69cc768e,40,dm,gb,2,0,0.0,16.56,52.0,4,0,0,9,variant_b,1,16.01,medium,262.51,0,276.08,90,-0.010000000000000002,-0.02
12176,906f101975a14177b2,c81498ba696926b759,40,door-to-door,de,2,0,0.0,20.71,33.0,3,1,0,13,variant_b,1,16.65,medium,300.17,0,297.66,45,-0.010000000000000002,-0.030000000000000002
7005,ab0590a53625f02c33,a3bf2786f7badbc0be,67,tv,se,0,0,1.0,18.98,38.0,15,0,0,0,variant_a,1,14.35,low,255.92,0,250.04,22,-0.010000000000000002,-0.010000000000000002
29696,51d7eab534fbc97552,12c92693f242244baa,42,television,nl,2,1,0.0,14.7,64.5,4,1,0,13,variant_b,1,14.88,low,167.09,0,178.6,61,-0.010000000000000002,-0.04
9184,94546c6c568fd629ae,7d5309f91bb56c55b5,51,dm,no,2,0,1.0,12.63,65.1,10,0,0,0,variant_b,1,15.29,low,151.4,0,203.35,56,-0.010000000000000002,0.0
5828,f4cfab7920e9cb176a,299aaf117914f6c080,62,referral,de,2,1,0.0,16.9,41.0,5,0,0,0,variant_a,1,13.2,medium,196.83,0,201.99,20,-0.010000000000000002,0.0
5852,9edfa99c15e2845965,02844d7e213707317c,40,direct mail,gb,0,2,0.0,17.91,56.2,1,1,0,1,variant_b,1,10.53,medium,228.1,0,241.64,50,-0.010000000000000002,0.010000000000000002
4900,728c1ca931886472c4,0059e5ff23086704c5,84,referral,gb,2,1,1.0,18.67,58.5,2,0,0,1,variant_a,1,10.41,low,242.83,0,243.21,101,-0.010000000000000002,0.09999999999999999
33546,4424206bb5705836a4,db3afabdef0af7ed93,50,referral,no,0,0,0.0,14.68,61.0,15,0,0,3,variant_b,1,12.82,medium,204.32,0,171.59,103,-0.010000000000000002,-0.020000000000000004
23022,4187252aad1f374c3a,e6f6d97799d3851a69,33,online paid,nl,0,1,0.0,15.02,49.0,12,0,0,7,variant_b,1,24.71,high,213.28,0,163.97,156,-0.010000000000000002,0.010000000000000002
12735,83081f67725f97341e,6e5a5990c9f17f01dd,23,tv,se,2,0,0.0,16.28,31.6,12,1,0,13,variant_a,1,12.04,medium,213.77,0,250.08,63,-0.010000000000000002,0.010000000000000002
2303,c6243fd9fd572cc14d,d676da1546120375d1,67,referral,nl,0,1,0.0,19.62,63.5,14,0,0,2,variant_a,1,9.72,medium,273.57,0,223.08,58,-0.010000000000000002,0.07
3833,32cfba8a13694631a8,f2fa18e2a19c6f0287,82,door-to-door,se,0,0,0.0,16.94,37.0,10,0,1,2,variant_a,1,6.57,medium,236.22,0,242.62,105,-0.010000000000000002,0.049999999999999996
8435,61e654de938ad0e111,099090bdb395b940d5,90,tv,nl,0,0,0.0,17.18,46.8,2,0,0,4,variant_b,1,13.33,medium,201.75,0,196.19,36,-0.010000000000000002,-0.010000000000000002
10315,fada3d8ed2d4a4ace2,7a50c173e766e1e6ea,44,dm,nl,1,0,1.0,17.44,48.9,4,2,0,7,variant_b,1,13.41,low,265.34,0,246.75,133,-0.010000000000000002,-0.02
20959,201d7a97aad11bd86a,93b2ae86e29cb61ccc,88,referral,gb,0,1,1.0,17.49,31.0,12,0,1,4,variant_a,1,8.77,low,217.79,0,226.19,126,-0.010000000000000002,0.06
26970,f997fc90f5aec6fda6,5457fc5011e50a0fbe,70,online paid,nl,0,1,1.0,22.1,42.0,8,0,0,7,variant_b,1,15.19,low,268.28,0,311.25,122,-0.010000000000000002,-0.04
9291,efaf8fe94a274cae96,9ac360f47bbb90b9db,28,direct mail,nl,0,3,0.0,23.37,40.6,12,2,0,15,variant_b,1,20.01,low,278.86,0,244.32,98,-0.010000000000000002,-0.030000000000000002
4363,1c39c39d1a341ba03a,3e66fec7bff6368eda,39,door-to-door,gb,2,1,0.0,20.18,46.0,11,2,0,1,variant_a,1,7.74,medium,278.09,0,273.8,130,-0.010000000000000002,0.06999999999999999
33634,34bba8a30dd89834c6,993ff8add781b89d0b,74,online paid,se,0,1,0.0,18.11,49.0,5,1,0,4,variant_b,1,15.09,low,204.64,0,202.49,92,-0.010000000000000002,-0.04
26829,fa5cca4a225bbc66d0,db8b73f0cfadd0faa8,64,referral,se,2,0,0.0,19.31,68.0,3,2,0,6,variant_b,1,13.68,medium,293.61,0,289.93,66,-0.010000000000000002,-0.03
34707,3a647ff6d4d2328a51,6414a5c94e6e9416ca,84,dm,se,0,2,0.0,19.88,48.0,6,0,0,2,variant_b,1,15.16,medium,221.73,0,274.72,144,-0.010000000000000002,-0.030000000000000002
31389,94c9298b94dc161216,e0c923ebe3a54c6f7b,27,referral,no,0,1,0.0,21.82,35.0,12,3,0,0,variant_a,1,17.21,medium,227.02,0,249.8,41,-0.010000000000000002,0.0
1248,9e9e1b7ea4e250af8f,e2be2faebc3610d2d6,49,direct mail,nl,0,1,0.0,19.18,35.0,13,0,0,11,variant_a,1,7.71,medium,210.97,0,214.16,153,-0.010000000000000002,0.049999999999999996
16812,f331614971dfec6c9c,c756dc6071bab6f1c0,74,referral,de,0,0,1.0,13.77,56.0,0,0,0,2,variant_a,1,12.82,medium,180.8,0,154.86,25,-0.010000000000000002,0.0
5704,10b3a1908269237003,95dac8e5dd24fc1a48,74,tv,gb,0,2,1.0,20.81,67.0,0,0,0,9,variant_a,1,13.35,medium,285.61,0,216.81,136,-0.010000000000000002,0.010000000000000002
33712,da7966481086a4e3a2,44aa25ea0dad9a6700,62,online paid,se,0,0,1.0,15.87,57.0,10,1,0,3,variant_b,1,15.17,low,192.72,0,166.24,85,-0.010000000000000002,-0.03
6174,231d831a778dc5cb0b,95838e5519d8741578,68,television,no,0,0,1.0,15.44,38.0,12,1,0,14,variant_a,1,12.81,high,194.87,0,175.24,68,-0.010000000000000002,0.0
15602,197fabf83fac149373,792bf643006ef9652c,27,referral,se,0,2,0.0,22.11,63.0,15,0,0,6,variant_b,1,14.16,medium,245.21,0,240.03,27,-0.010000000000000002,-0.04
15603,8e047e51a0262a54c2,84a4b3a18f38c03bc6,25,online paid,gb,0,1,1.0,19.39,66.0,0,3,1,12,variant_a,1,13.46,low,270.85,0,260.14,67,-0.010000000000000002,0.019999999999999997
17883,50f3c73883917b44d9,eb6d3711492b2ad83c,52,referral,nl,0,2,0.0,22.07,50.5,10,0,0,0,variant_a,1,7.09,low,219.5,0,274.64,98,-0.010000000000000002,0.18
19941,803d1665f18163c785,b96fa6158771694501,82,door-to-door,de,0,0,1.0,16.12,69.0,8,0,0,0,variant_a,1,12.99,medium,209.54,0,205.5,38,-0.010000000000000002,0.10999999999999999
34868,d132ea3fb9a791fd13,57ca05573d768e0b86,81,online paid,nl,0,0,0.0,17.47,49.0,14,2,0,1,variant_a,1,12.55,low,228.03,0,234.02,144,-0.010000000000000002,0.030000000000000006
17130,63aeb41b7837b24999,9dcbf9a955d99ee5c0,83,direct mail,de,0,1,1.0,21.93,52.6,13,0,0,11,variant_b,1,15.81,medium,300.72,0,293.01,89,-0.010000000000000002,-0.04
7625,1c2b4dfff603f33d7e,8910f0396d7e122f0a,81,direct mail,no,0,1,0.0,18.34,51.1,15,0,0,15,variant_b,1,16.99,medium,256.95,0,239.95,53,-0.010000000000000002,-0.04
14560,e604a531789bb8c3cf,57a777d15d2ee2ac5a,53,tv,se,1,0,0.0,15.44,70.0,2,0,0,3,variant_a,1,9.51,low,233.24,0,216.13,48,-0.010000000000000002,0.09
23249,e8a6f9224cc383ba60,d4828708b50b1ddbfb,85,door-to-door,de,2,0,0.0,14.33,58.0,1,0,1,11,variant_a,1,16.68,low,215.37,0,199.05,55,-0.010000000000000002,-0.020000000000000004
17108,455b3cee95ff920003,2240daa4442fd1427b,82,tv,se,2,0,0.0,16.5,51.1,11,0,0,0,variant_b,1,13.31,medium,200.88,0,275.27,29,-0.010000000000000002,-0.05
32278,e1ea274b18a0e5bde6,0b28208887b9066f4f,48,online paid,de,2,1,0.0,20.77,50.7,13,3,0,2,variant_a,1,15.07,medium,232.17,0,235.04,17,-0.010000000000000002,-0.04
22038,362f278d9150aaf789,e21b7ffcddba72f3ef,50,referral,se,2,1,0.0,17.15,59.0,10,0,0,0,variant_a,1,7.76,low,198.8,0,276.99,80,-0.010000000000000002,0.10999999999999999
28601,4bd106ffe5e8ef1672,5e8015a8fdff130b5c,32,door-to-door,no,2,2,0.0,19.32,41.0,4,1,0,0,variant_a,1,11.58,low,284.21,0,209.77,19,-0.010000000000000002,0.049999999999999996
2610,26325336b22306af9d,08a617a41fbdc75774,69,referral,de,2,1,0.0,18.39,42.0,13,1,0,6,variant_b,1,19.32,low,273.07,1,149.23,79,-0.010000000000000002,0.5599999999999999
9452,99e9ed2e0253ae5f4b,9f9a2bea66d9103ac2,39,door-to-door,de,1,0,0.0,13.64,56.4,7,0,0,6,variant_b,1,10.43,low,210.52,0,154.28,56,-0.010000000000000002,-0.04
4534,1a3c31f4aad8845d25,75e882396d81964882,76,direct mail,de,2,0,0.0,16.6,43.0,10,2,0,11,variant_b,1,10.19,low,237.6,0,209.7,141,-0.010000000000000002,0.0
23205,5d785002be68f41c87,3fd25fb2e4bb650572,85,referral,no,0,0,1.0,18.83,47.0,5,0,0,9,variant_b,1,12.48,medium,203.41,0,228.85,83,-0.010000000000000002,-0.03
23224,f20b96673d628cfa43,4f43eea74ee7c9269c,84,door-to-door,de,0,0,1.0,17.1,51.0,7,2,0,0,variant_a,1,11.3,low,198.98,0,225.94,59,-0.010000000000000002,-0.010000000000000002
3642,1514f1879300725756,6898d464e7d4ac41a6,68,online paid,gb,0,1,0.0,18.83,57.1,10,0,1,0,variant_a,1,15.65,medium,240.92,0,247.6,57,-0.010000000000000002,0.049999999999999996
16987,6d7c8fcb2f7a9e4126,17363654ad72a9efcf,54,direct mail,de,0,2,1.0,21.44,67.0,7,0,0,4,variant_b,1,12.11,low,294.39,0,299.13,135,-0.010000000000000002,-0.04
15640,039d87b2e37052561a,96c9f8faabe01bddf0,29,online paid,de,0,1,0.0,23.41,34.0,15,0,0,0,variant_a,1,16.32,low,229.05,0,319.38,36,-0.010000000000000002,-0.020000000000000004
29425,eaac424dcec03df14c,a9f5930bfe6dbb31e5,72,television,se,2,1,1.0,16.79,60.0,6,0,0,6,variant_b,1,14.72,low,219.07,0,201.11,47,-0.010000000000000002,-0.030000000000000002
3769,0365aaecae1f149351,83300acf036aee4ed1,71,online paid,no,0,0,0.0,15.68,37.0,11,0,0,12,variant_a,1,7.17,medium,160.23,0,218.69,70,-0.01,0.039999999999999994
33568,985638dc60b4effd06,d1752bb003356f50a7,71,tv,de,1,0,0.0,15.92,65.0,9,3,0,10,variant_a,1,9.08,low,209.29,0,211.66,65,-0.01,0.039999999999999994
25898,58ae64f00ba804691e,0da366119f8aee6237,22,door-to-door,nl,2,1,0.0,22.12,46.0,7,0,0,0,variant_a,1,15.39,low,283.21,0,330.21,35,-0.01,-0.01
11352,27bc180c3de1916f7b,f98981cf677fd30b5f,46,referral,no,2,1,0.0,22.15,43.0,9,1,0,2,variant_a,1,10.93,low,297.69,0,261.14,54,-0.01,0.049999999999999996
4583,133fb38e53d861f950,13d37b0c28c20c2ade,35,referral,gb,0,0,0.0,20.2,46.0,12,0,0,7,variant_a,1,14.24,medium,238.17,0,277.79,36,-0.01,-0.01
20772,5cd39efd738459cf27,2c264683d7039e3df6,55,referral,se,2,0,0.0,16.39,68.0,14,0,0,12,variant_a,1,5.19,medium,268.39,0,270.27,20,-0.01,0.019999999999999997
22621,610139afa33fd14569,3de004f269c94ec6f3,30,direct mail,se,0,0,0.0,16.22,39.3,10,0,0,3,variant_a,1,10.9,low,174.41,0,212.84,50,-0.01,-0.01
8553,97fd09fc2eb8eefa24,42a71a30c2cf421d7c,87,tv,gb,0,1,0.0,18.65,57.0,8,0,0,14,variant_a,1,10.01,low,183.54,0,214.68,87,-0.01,0.009999999999999998
