,Unnamed: 0,customer_id,subscription_id,participant_age,marketing_channel,country_code,extra_draws_per_year,add_ons,failed_payments_12m,monthly_spend_estimated,donation_share_charity,web_sessions_90d_raw,service_contacts_12m,complaints_12m,lifetime_wins,campaign_cohort,treatment_sent_flag,offer_cost_eur,baseline_churn_risk_band,historic_revenue_12m,churned,revenue_next_12m_observed,subscription_month_length,ITE_variant_a,ITE_variant_b,variant_a_or_b
2379,8087,e36078a8311f5fb8c4,5fc3f99ddb96859f17,18,door-to-door,nl,2,2,0.0,17.21,70.0,14,2,0,0,variant_a,1,7.7,high,235.64,0,208.1,58,-0.19,0.02,a
2388,35492,c253727b5fb33bbcba,8bc7c4d4152e04fbbe,81,television,de,0,2,0.0,21.52,30.0,4,0,0,6,variant_a,1,9.19,medium,214.6,0,249.62,109,-0.19,0.02,a
2378,27094,494e457611379c863b,e795e015a3c239b4c4,38,door-to-door,se,0,1,1.0,18.4,55.0,4,0,0,0,variant_a,1,5.68,medium,238.98,0,240.97,121,-0.19,0.0299999999999999,a
2315,19907,97a6101840de04f86a,fd8e419a663c5452de,49,direct mail,gb,1,0,0.0,13.67,53.0,0,3,0,0,variant_a,1,6.09,low,203.3,0,188.02,101,-0.19,0.03,a
2352,31232,f2d457c33287d2cfe8,4e4b1bfc9c0f6070ac,89,tv,gb,0,2,1.0,21.6,34.0,12,3,0,0,variant_a,1,9.98,low,270.4,0,289.0,70,-0.19,0.03,a
2394,3046,87ca4eb840b6f78e3b,4a3a847ec9bf91c49d,75,referral,se,0,0,0.0,17.71,64.2,1,0,0,0,variant_a,1,7.21,low,254.32,0,192.57,140,-0.19,0.03,a
2401,17708,90512ca94676e76987,7d6be44aff15480b19,45,television,de,1,0,0.0,17.14,65.8,2,1,0,0,variant_a,1,9.38,low,248.27,0,235.24,150,-0.19,0.03,a
2290,32441,146c17f5cc1fc18265,a5019ad34182c09a01,35,tv,se,0,0,0.0,13.93,30.0,4,3,0,13,variant_a,1,10.62,very high,190.2,0,179.6,156,-0.19,0.0399999999999999,a
2302,2242,486d016ed2f8a1de28,9840101bfb4b4035e3,40,television,nl,0,1,0.0,20.4,53.0,15,0,0,0,variant_a,1,7.9,low,205.2,0,241.02,121,-0.19,0.04,a
2304,15453,0ee4791bc282b18c03,e66c2e5f0e5f0aa92b,56,referral,gb,0,0,0.0,15.11,54.0,14,1,0,0,variant_a,1,6.14,high,203.87,0,190.83,160,-0.19,0.04,a
2309,23043,89c44761d7bafba48b,c067cee2af33d419d4,88,online paid,gb,2,0,0.0,19.69,44.0,10,0,1,0,variant_a,1,7.31,low,298.9,0,311.32,102,-0.19,0.04,a
2382,7121,e8f6cc210aa183f415,ed31bcf8d36d5e9d51,34,door-to-door,nl,2,0,0.0,19.65,62.0,14,1,0,0,variant_a,1,16.99,low,300.55,0,319.92,157,-0.19,0.04,a
2391,13804,8e3043308dbd3f6f6d,fca69d32dd42f71d8b,88,referral,de,0,1,0.0,23.14,70.0,1,3,0,0,variant_a,1,8.43,low,266.79,0,285.42,41,-0.19,0.0499999999999999,a
2305,10964,fed976a4672b5ad568,caf787b6d485143eb8,39,door-to-door,se,2,1,0.0,21.02,64.0,2,2,0,0,variant_a,1,15.0,low,313.7,0,267.37,84,-0.19,0.06,a
2320,14180,087b5a89313a3e21fe,7606567cb849f8c2bb,77,door-to-door,de,0,1,1.0,22.89,44.7,7,1,0,0,variant_a,1,14.88,low,234.29,0,272.35,81,-0.19,0.07,a
2347,24044,7c9ff93b39d7912d95,f2f862eced96f32503,72,tv,nl,0,2,1.0,18.0,64.0,0,4,0,0,variant_a,1,8.48,low,261.58,0,210.85,60,-0.19,0.0799999999999999,a
2355,30967,56fe38b77cb4f52e8f,f264c026482df118be,50,door-to-door,gb,0,1,1.0,22.33,44.9,1,1,0,0,variant_a,1,9.38,high,266.57,0,286.86,53,-0.19,0.0799999999999999,a
2370,35063,694385500bdfc505ba,438edc413cdf7b4c0a,89,tv,no,0,0,1.0,12.24,62.0,14,1,0,0,variant_a,1,5.9,high,122.82,0,138.33,118,-0.19,0.0799999999999999,a
2330,12320,d29b398a474fadcb54,efffb9898070839132,56,online paid,se,0,1,0.0,19.0,51.0,9,1,1,0,variant_a,1,9.69,low,264.71,0,268.3,122,-0.19,0.0899999999999999,a
2344,35102,1dd1d4331cb069ab10,0022ecaeefe4fd9aae,70,dm,de,2,1,0.0,20.7,45.6,1,0,0,0,variant_a,1,11.5,low,239.25,0,328.74,133,-0.19,0.0899999999999999,a
2371,7770,379d08c7a38df48c77,5e2e894b1d5e003933,50,door-to-door,no,2,1,0.0,22.01,37.0,2,0,0,0,variant_a,1,13.07,medium,362.64,0,303.44,127,-0.19,0.0899999999999999,a
2289,14966,67c12823211b2131c7,fba565612cddeb08ee,78,door-to-door,se,2,1,0.0,17.29,70.0,10,3,1,0,variant_a,1,9.58,medium,254.16,0,213.92,119,-0.19,0.0999999999999999,a
2314,20395,cb38763404fb5d36d5,02cac1cb7202295028,32,direct mail,no,0,0,0.0,19.19,38.0,12,1,0,0,variant_a,1,8.6,high,266.46,0,195.19,90,-0.19,0.0999999999999999,a
2389,3380,47e03d48d5f53f0356,4c13756b8738a9a07f,75,television,nl,2,0,2.0,13.79,68.0,1,0,0,0,variant_a,1,6.41,medium,169.13,0,155.85,135,-0.19,0.0999999999999999,a
2361,3882,373d71f842ca1c1bff,8a8d84d4d0b8e1e194,30,door-to-door,no,2,2,0.0,20.61,70.0,7,0,0,0,variant_a,1,12.08,low,307.48,0,284.93,119,-0.19,0.1099999999999999,a
2383,18820,6e1daf7c8796af0fb9,36820d9cff98131203,56,direct mail,no,2,1,1.0,23.26,64.0,9,1,0,0,variant_a,1,11.04,medium,362.14,0,270.5,132,-0.19,0.1099999999999999,a
2295,25793,4da9e81f4bb667b11e,8c08ea8ff7fb1a20ea,61,television,nl,0,0,0.0,15.74,54.0,10,1,0,0,variant_a,1,7.37,high,222.51,0,205.58,139,-0.19,0.12,a
2323,15650,96aa5b781e408406e6,0e75c5caa34eceaa99,27,door-to-door,nl,0,0,0.0,15.44,56.6,10,0,0,0,variant_a,1,8.07,medium,155.04,0,172.93,87,-0.19,0.13,a
2334,14822,aa37c29c8617abcde0,1a73acbe9906063470,55,direct mail,de,0,1,0.0,20.36,63.0,6,0,1,0,variant_a,1,13.43,high,228.9,0,218.89,96,-0.19,0.14,a
2345,29730,cc8e477e2930e6c767,27001e63898fb12c7c,53,referral,de,0,1,1.0,16.68,50.0,14,0,0,0,variant_a,1,5.45,low,177.34,0,231.11,142,-0.19,0.15,a
2377,11105,b1709d399a1bcd12fc,4c9abc6e5efc5ac848,89,dm,gb,0,1,0.0,22.75,60.0,15,4,0,0,variant_a,1,9.51,medium,303.07,0,269.13,133,-0.19,0.15,a
2333,30340,8b317894aac9e99eae,ffde5bdddc68ca7b8a,68,television,nl,0,2,0.0,21.53,37.0,15,0,0,0,variant_a,1,14.08,high,262.47,0,254.25,148,-0.19,0.16,a
2375,12544,7ce485cec479cf6998,166c41280eab39be89,47,television,no,2,0,0.0,16.07,47.0,6,0,1,0,variant_a,1,8.33,high,206.8,0,252.78,115,-0.19,0.1699999999999999,a
2340,12941,db4b852fceaa5260e3,efc1df82357738fd02,82,door-to-door,nl,1,0,1.0,13.37,53.0,10,0,1,0,variant_a,1,8.1,low,190.15,0,177.97,82,-0.19,0.18,a
2354,17093,c68f08960290bb2c21,98361ccff94e6296b6,77,referral,de,0,2,0.0,22.39,53.0,3,0,0,0,variant_a,1,8.22,medium,257.72,0,240.49,121,-0.19,0.19,a
2372,17983,3abb5cbfa10eae4f91,2a6f8d2335538e8216,74,television,gb,2,0,1.0,14.99,67.2,4,0,0,0,variant_a,1,13.94,medium,212.5,0,231.42,122,-0.19,0.19,a
2398,19892,292f541e86a2c616f7,e731b26a7bca4114c6,56,online paid,nl,2,1,1.0,16.2,38.0,3,0,0,0,variant_a,1,14.9,high,248.16,0,231.81,128,-0.19,0.1999999999999999,a
2346,20323,168a051c1147d504f8,16a768d6886dfb0d20,60,door-to-door,de,0,2,0.0,22.79,50.0,15,3,0,0,variant_a,1,9.73,medium,273.62,0,277.84,142,-0.19,0.2,a
2368,27693,3c2140d1a64d146fbd,e234055a4830d3d036,58,online paid,no,0,0,0.0,19.78,49.0,5,0,0,0,variant_a,1,17.26,high,211.68,0,269.87,146,-0.19,0.21,a
2296,9826,a1395df0a1abc218eb,2689a4790206b655ad,27,door-to-door,de,2,2,0.0,24.44,53.6,9,0,0,0,variant_a,1,6.61,medium,357.23,0,367.79,109,-0.19,0.22,a
2364,32443,146c17f5cc1fc18265,c70e2bfc53cdd9fc9d,35,dm,se,0,0,1.0,16.75,49.0,9,0,0,0,variant_a,1,6.85,medium,177.47,0,193.4,153,-0.19,0.22,a
2287,27754,7b81c4f46d031aa280,a503ef665bd339be2e,41,dm,nl,1,0,0.0,17.65,32.0,1,0,2,2,variant_b,1,25.0,very high,200.37,1,123.93,29,-0.19,0.25,a
2337,24746,eb30a0ede6e02b3430,bf02bef6435106206b,69,online paid,nl,1,0,0.0,14.93,42.0,0,1,0,15,variant_b,1,23.87,very high,209.83,1,96.08,94,-0.19,0.26,a
2396,8150,06b5f6218cc47f55b4,b36f31059ad6cc8c10,77,referral,de,2,0,0.0,16.98,43.0,8,0,0,0,variant_a,1,13.49,high,231.43,0,274.51,130,-0.19,0.26,a
2360,25412,d697311aad4f58ad2c,2ad1348eeb3dba7bd6,78,television,gb,2,0,0.0,15.51,70.0,12,0,0,0,variant_a,1,14.74,medium,220.6,0,251.83,150,-0.19,0.27,a
2392,27498,b1ab8aea23da706493,e78081f95c510eb12e,75,referral,nl,1,0,2.0,17.39,30.0,2,0,0,0,variant_b,1,20.51,medium,200.86,1,22.14,99,-0.19,0.33,a
2395,35471,ebd9cedc5ac9828d71,7a601471930bc9b43a,53,door-to-door,no,2,0,1.0,14.36,38.0,5,0,0,6,variant_b,1,18.27,high,223.7,1,190.42,85,-0.19,0.33,a
2327,5550,e7a29a17f7144e9bf5,24b5de834dadbdabd5,53,online paid,gb,2,0,0.0,16.51,45.0,5,0,0,0,variant_b,1,18.89,high,211.71,1,35.59,133,-0.19,0.35,a
2322,1197,0e44b9cabecbb5af04,c443e224fc3715e126,32,dm,nl,2,0,0.0,17.74,45.0,0,0,0,0,variant_b,1,27.0,high,271.14,1,22.56,109,-0.19,0.37,a
2387,9138,62dbdc10715d73b9fb,b2d3a92f232cc9bc88,56,direct mail,gb,0,3,0.0,23.09,59.0,12,1,0,0,variant_b,1,14.61,high,331.49,1,19.0,87,-0.19,0.57,a
2422,15172,35de15a1ff2a0ba6a0,23b647144c2deaf6fc,57,referral,no,2,1,2.0,18.03,58.0,6,0,0,0,variant_b,1,10.3,high,269.85,0,278.64,39,-0.1899999999999999,-0.4399999999999999,b
2419,35130,56acc3070ab7205fcd,93493f00960919de21,30,door-to-door,nl,2,1,0.0,14.85,48.0,12,1,1,0,variant_b,1,18.05,high,227.45,0,241.96,58,-0.1899999999999999,-0.43,b
2408,9324,cdd2216bce00598e1d,1c3979a66dcaa3c10b,39,online paid,gb,0,1,0.0,16.51,40.1,9,0,1,3,variant_b,1,14.0,high,166.29,0,181.42,76,-0.1899999999999999,-0.3399999999999999,b
2405,33976,fc8d5986a039ea16ec,dd6d33eadab6815c8f,84,door-to-door,no,0,0,0.0,14.63,69.1,12,2,1,7,variant_b,1,11.67,high,153.82,0,166.98,77,-0.1899999999999999,-0.31,b
2415,2431,227bd2473d68947040,f0244e5cf5805a5773,56,door-to-door,nl,0,0,1.0,14.47,39.0,5,0,0,0,control,0,0.0,very high,185.04,1,178.7,82,-0.1899999999999999,-0.1899999999999999,a
2413,29478,8698d181e9fe0f2536,436bb4e9483dd3a395,50,dm,se,1,0,0.0,14.29,46.1,13,0,1,0,variant_b,1,15.83,low,175.86,0,160.63,144,-0.1899999999999999,-0.1199999999999999,a
2404,13032,0a8e127a7b5717b3ae,4c4515bab4f5eaf380,54,dm,nl,2,2,2.0,21.39,59.0,12,0,0,15,variant_a,1,13.53,medium,338.78,0,294.22,100,-0.1899999999999999,-0.0599999999999999,a
2406,16201,b32016b92746d5f303,142a21217a4ca5135e,41,referral,nl,2,0,0.0,16.85,56.0,2,1,1,8,variant_a,1,5.9,high,249.49,0,259.97,150,-0.1899999999999999,-0.0499999999999999,a
2403,32859,ed1d02c1bbc76fdf5f,537c479fb81f718278,70,television,gb,0,0,0.0,14.07,36.0,1,1,1,0,variant_a,1,6.82,high,154.93,0,192.04,102,-0.1899999999999999,-0.0199999999999999,a
2409,17975,3155c3cd32750b623b,8f84e676237d2a23b3,62,online paid,nl,0,0,2.0,12.39,45.0,14,0,0,1,variant_a,1,7.2,medium,169.85,0,149.44,70,-0.1899999999999999,-0.0199999999999999,a
2411,11807,8210d4caae707aa1f8,0994074bd26729f79b,51,dm,nl,0,2,1.0,26.21,31.0,1,2,0,0,variant_a,1,7.2,medium,271.1,0,281.99,59,-0.1899999999999999,-0.0199999999999999,a
2418,28989,6a12f449790ed7be96,35fb082c81fb066097,57,door-to-door,no,0,1,2.0,17.71,65.0,13,1,0,15,variant_b,1,18.4,high,177.93,1,17.66,54,-0.1899999999999999,0.21,a
2412,10429,ed2c74e394df9bcf67,8d54501f553627a4a6,27,door-to-door,nl,1,1,1.0,19.56,41.0,8,0,0,0,variant_a,1,9.02,very high,216.39,0,230.28,92,-0.1899999999999999,0.24,a
2420,11520,c4896e2b7f31bdb285,74b8a406e062705085,56,referral,no,2,1,2.0,17.25,36.0,0,0,0,0,variant_b,1,23.05,low,242.57,1,119.71,103,-0.1899999999999999,0.26,a
2414,21062,219b87ff1086ccf826,a1ae69b27273b4b983,71,referral,nl,0,0,0.0,19.87,48.0,5,0,0,0,variant_b,1,23.2,high,249.51,1,17.05,76,-0.1899999999999999,0.27,a
2417,18875,f0a2c0f5474cbe314b,f4656be9ed806c4276,35,door-to-door,gb,2,2,2.0,20.92,69.3,14,2,0,0,variant_b,1,17.63,high,271.12,1,259.26,125,-0.1899999999999999,0.3400000000000001,a
2416,8864,9c773fbdb174e0964b,0ba6060d3c2c428004,89,television,no,1,1,0.0,23.4,66.4,1,0,0,0,variant_b,1,22.08,high,327.06,1,220.62,89,-0.1899999999999999,0.41,a
2421,33666,51367f6797ab84c273,2f1e5b6d8302bc90aa,57,television,se,0,3,0.0,21.17,67.0,5,1,0,0,variant_b,1,14.34,very high,266.84,1,208.47,143,-0.1899999999999999,0.42,a
2410,5869,7b16a52cf3727c2298,faff2976edd888764d,82,online paid,gb,0,1,0.0,20.73,45.0,5,0,1,0,variant_b,1,14.77,low,259.94,1,164.34,147,-0.1899999999999999,0.48,a
2407,31236,0c6d3f65c999673f0c,c15973589b0b50a54e,71,tv,se,0,0,0.0,12.03,32.0,5,0,0,8,variant_b,1,12.91,high,157.77,1,55.02,88,-0.1899999999999999,0.5,a
2427,23530,d690d0cd274a05efe2,45908954c71653801f,19,referral,de,2,1,2.0,18.47,62.0,8,1,0,3,control,0,0.0,high,242.5,1,223.56,51,-0.18,-0.47,b
2431,4931,f591ed4b09492933c2,4d249a66ee15ecac9d,85,referral,se,0,2,2.0,22.56,62.1,10,0,0,11,variant_b,1,12.96,high,220.61,0,226.38,117,-0.18,-0.45,b
2423,23232,a50d6d536bc495e211,453c4420499a0f8218,64,dm,gb,0,0,2.0,14.06,32.0,10,3,1,4,control,0,0.0,medium,186.74,1,100.48,45,-0.18,-0.44,b
2498,13059,8f9fe000818954f238,ac3a48391af3a8534a,67,tv,nl,2,0,1.0,18.3,67.2,2,0,0,3,variant_b,1,20.52,high,236.15,0,236.44,57,-0.18,-0.41,b
2497,12311,c9c0d8a434fdbcee4c,1b64fadee636f3743c,28,door-to-door,se,1,0,1.0,20.39,31.0,1,1,0,3,variant_b,1,12.76,high,217.51,0,229.47,141,-0.18,-0.39,b
2503,17996,dfc406a9727d091df0,dbd4b13effacc3e6aa,27,door-to-door,gb,1,0,1.0,14.64,70.0,3,1,0,0,variant_b,1,15.43,high,202.12,0,155.13,68,-0.18,-0.38,b
2428,32914,5d4c7bf4ebab441c07,71c26c565d89e25f64,78,referral,se,0,1,1.0,18.69,59.0,11,2,0,0,variant_b,1,14.09,very high,217.9,0,237.45,143,-0.18,-0.36,b
2474,27635,d364a623a35bc2f476,91e3f98f2b56ac8f8a,85,referral,gb,0,0,1.0,16.18,49.1,2,1,0,3,variant_b,1,19.7,high,159.64,0,212.09,114,-0.18,-0.36,b
2432,12292,f31b56f9432b4f03b3,0ecacdfbd30996ad09,26,tv,de,0,0,2.0,17.62,50.0,3,1,1,0,control,0,0.0,high,190.78,1,14.54,138,-0.18,-0.35,b
2481,2150,a1d438de7c606094c7,c51a662623331dbf15,76,referral,nl,2,0,0.0,12.21,44.0,0,1,1,10,variant_b,1,23.09,high,136.84,0,146.42,97,-0.18,-0.31,b
2485,28686,8befb4efe8ce6cdf0e,1d6d0f73393b53b106,48,door-to-door,se,2,0,0.0,15.95,63.0,13,1,1,0,variant_b,1,17.78,high,194.12,0,257.94,107,-0.18,-0.31,b
2426,22465,5465772e1379d52a6f,4ee1de06db6fabb2b4,24,online paid,nl,0,1,2.0,17.65,35.0,15,0,0,11,control,0,0.0,medium,236.38,1,17.0,161,-0.18,-0.3,b
2470,5073,42a7e8017ab9578358,92d1e34d3796d9fe2d,80,online paid,de,0,0,0.0,12.31,60.0,3,1,0,3,variant_b,1,14.74,high,169.97,0,158.53,126,-0.18,-0.3,b
2519,31161,2f2025ae2e57e71843,ff136f4f0c305ebe5b,48,tv,gb,0,1,1.0,18.47,33.0,0,0,0,9,variant_b,1,16.5,very high,218.69,0,197.49,104,-0.18,-0.3,b
2496,29060,b6a243747ce4d20eaf,e53e693ae1b6592fc8,80,online paid,nl,2,2,1.0,22.56,55.9,9,3,0,0,variant_b,1,19.11,high,243.87,0,244.98,16,-0.18,-0.2799999999999999,b
2482,7861,d92871c9c3bdac4f3a,5dbbd666f9b72246d0,69,dm,gb,0,0,1.0,12.12,44.0,0,2,0,5,variant_b,1,11.15,low,144.7,0,144.36,159,-0.18,-0.23,b
2484,32009,deee7af4f21266a3e8,3752f88c60938339fe,89,television,nl,0,0,2.0,20.43,70.0,15,0,0,14,variant_b,1,11.74,low,197.63,0,199.08,128,-0.18,-0.23,b
2489,29521,f4556722628af5df7e,d5b326e83c03a26fcd,81,television,no,0,0,1.0,14.29,45.0,2,0,0,0,variant_b,1,15.74,medium,188.35,0,164.96,105,-0.18,-0.2199999999999999,b
2492,943,eff3058117fd4cf4d4,e2ddc1908f8c5f7a0e,43,referral,gb,1,0,0.0,12.16,50.0,3,0,0,3,variant_b,1,11.37,low,171.84,0,175.55,89,-0.18,-0.21,b
2524,12778,78777365814e9626f0,ada62aa99e341bf4ea,88,door-to-door,nl,0,1,0.0,20.91,45.0,1,0,0,9,variant_b,1,13.2,high,248.07,0,262.52,132,-0.18,-0.19,b
2460,23540,8feddc18ebc59ad43f,69f8ca5928d13ca7a0,34,online paid,no,0,0,1.0,16.93,59.0,3,0,0,0,variant_a,1,10.77,low,222.78,0,196.28,18,-0.18,-0.18,a
2463,21102,dd6085205f25352232,ef63cd0ae0f4b2b264,40,dm,de,0,0,1.0,14.04,49.7,4,0,0,0,variant_a,1,12.03,medium,196.97,0,150.16,52,-0.18,-0.18,a
2439,18285,b1cc074da618ac7d08,95cf6f198d73e46378,51,dm,se,0,0,0.0,16.17,67.0,4,0,1,0,variant_b,1,12.94,low,224.02,0,209.0,146,-0.18,-0.16,a
2448,17949,3fb5bb321738f743b4,1c8716fb93d94d1986,44,door-to-door,nl,0,0,1.0,15.23,46.0,0,2,0,0,variant_a,1,13.9,high,183.69,0,196.51,30,-0.18,-0.16,a
2532,18969,0d472bbe89e8235089,156ca17dd9698ae962,27,dm,nl,2,1,1.0,17.94,67.0,7,0,0,5,variant_a,1,6.78,high,288.4,0,211.67,101,-0.18,-0.16,a
2508,30145,b2934262a65d2f0513,15c263f98a9dbebafe,57,dm,nl,2,1,1.0,18.51,58.0,4,0,1,0,variant_a,1,12.27,medium,247.44,0,286.86,44,-0.18,-0.1599999999999999,a
2444,31187,bd41a065d4640c9dd3,7739b2a2151f11c486,21,dm,de,2,0,0.0,16.27,31.0,0,0,0,11,variant_a,1,6.38,high,223.91,0,226.49,56,-0.18,-0.15,a
2458,33552,ff7c6b322d982194ef,634e9e9fc742c460a5,40,online paid,nl,0,0,0.0,15.16,44.0,15,0,1,11,variant_a,1,14.57,low,152.23,0,183.73,82,-0.18,-0.15,a
2449,203,f5c59267dae7d123f5,b543ca4b56d3cd5973,66,direct mail,de,2,0,0.0,14.94,41.2,8,0,1,0,variant_b,1,10.9,low,206.5,0,205.32,128,-0.18,-0.14,a
2475,23542,178656689427a1c3b7,ee48073958d29a3bd2,21,online paid,nl,0,3,0.0,25.32,52.0,8,0,1,12,variant_a,1,12.67,low,289.64,0,311.57,75,-0.18,-0.14,a
2479,23522,06f867ad5a8dd38502,0c94f5f3cf362cd579,58,online paid,nl,0,1,0.0,19.65,66.0,14,1,0,0,variant_a,1,17.25,high,225.27,0,244.26,16,-0.18,-0.14,a
2545,3326,1c104b9c0accfca52e,8e4795075a90cccec4,46,door-to-door,nl,0,1,2.0,15.42,62.0,13,0,0,5,variant_a,1,11.4,medium,192.91,0,212.59,131,-0.18,-0.1399999999999999,a
2437,15290,89b3f18cd4609f9af4,4c33585571e4bdeef8,21,door-to-door,nl,2,1,0.0,18.45,51.0,0,0,0,1,variant_a,1,14.31,high,209.09,0,267.37,131,-0.18,-0.13,a
2462,24691,ecec4e43c7aec3dac3,9d75a3ac71c6489498,19,door-to-door,se,2,0,1.0,18.94,53.0,4,4,0,6,variant_a,1,8.07,high,250.97,0,223.84,100,-0.18,-0.13,a
2464,18353,09765ccd8bc43e4778,c6320c937defaa9579,85,online paid,no,2,2,0.0,19.21,65.0,4,1,0,0,variant_a,1,11.68,high,256.85,0,287.54,46,-0.18,-0.13,a
2506,13776,bdec2d109b0576a60c,90f3a0035a3100028c,74,direct mail,nl,2,1,0.0,23.45,30.0,8,2,0,0,variant_a,1,10.95,low,362.48,0,272.78,55,-0.18,-0.13,a
2486,1292,7a3189dce3baa2a4a0,a4a2846150bc2e4281,67,referral,nl,0,2,0.0,26.45,34.0,12,0,0,15,variant_a,1,10.9,very high,291.57,0,343.19,122,-0.18,-0.1299999999999999,a
2472,8428,039b598aac0db8cf2c,440e6946dcd0bb0955,29,dm,nl,2,0,1.0,14.22,35.3,9,0,0,0,variant_a,1,8.05,high,162.77,0,162.55,50,-0.18,-0.1099999999999999,a
2436,2311,c5aa65949d20f6b20e,4eefa8128307a0f0fd,88,referral,no,2,0,1.0,13.82,35.0,11,0,0,0,variant_a,1,16.9,medium,231.42,0,230.48,44,-0.18,-0.1,a
2488,13236,c5ccc8d660132af0b9,99993d0b2d7386c237,70,tv,se,2,0,0.0,19.4,33.3,8,3,0,1,variant_a,1,13.61,high,293.47,0,226.85,119,-0.18,-0.1,a
2538,34272,39a3bf984fee57c768,aa868ad19f58d4ae12,34,door-to-door,de,0,0,1.0,19.09,63.5,11,0,0,0,variant_a,1,6.7,high,193.29,0,274.33,57,-0.18,-0.1,a
2511,9174,e2b26aaede09d0d929,bc786e2b95b55edaad,87,referral,se,2,1,1.0,20.48,45.0,12,0,0,1,variant_a,1,12.55,high,251.33,0,321.91,128,-0.18,-0.0999999999999999,a
2516,19692,dcd38e1b67396751a8,8bbf81f08951229610,65,online paid,nl,0,0,0.0,16.28,51.0,3,0,0,0,variant_a,1,11.66,low,220.72,0,174.43,103,-0.18,-0.0999999999999999,a
2526,405,a4c22565dfafb162a1,d6688df476c2c7d6c8,75,tv,no,0,0,1.0,14.12,62.0,10,1,0,0,variant_a,1,10.68,medium,142.41,0,167.5,59,-0.18,-0.0999999999999999,a
2504,33163,731c6152f1bcd7ffa2,6191e410ae7ad3962b,77,door-to-door,de,2,0,0.0,15.75,51.6,0,0,0,9,variant_a,1,8.74,high,247.48,0,217.0,80,-0.18,-0.09,a
2523,7010,b6b77526860d3c83f1,247fbe7b7c4674c558,28,door-to-door,nl,2,0,0.0,12.12,52.0,6,1,0,0,variant_a,1,14.69,high,148.46,0,194.87,44,-0.18,-0.09,a
2509,21461,debcaf71bee6f02413,546f9f2867f76d125c,46,dm,de,2,0,2.0,17.04,66.0,6,0,1,0,variant_a,1,12.41,low,277.46,0,277.08,53,-0.18,-0.0899999999999999,a
2440,7567,a24bec8f118f294b46,deb668eac8f1bf2fd2,63,referral,no,0,1,0.0,18.77,67.5,15,0,0,3,variant_a,1,8.34,high,267.79,0,235.63,133,-0.18,-0.08,a
2443,12999,a0519cba56fbfc7ada,4626b62c2e2fb7bc2f,74,television,nl,1,1,0.0,18.3,61.0,6,0,0,3,variant_a,1,16.45,very high,200.83,0,279.5,126,-0.18,-0.08,a
2454,31341,1b159dc50cad7253d6,817e7fd8fc31b4542b,22,television,nl,0,1,0.0,22.38,44.0,14,0,0,1,variant_a,1,13.16,very high,304.12,0,224.33,150,-0.18,-0.08,a
2433,16840,d950e8c6b584dfac7d,7e303d4265d33fc628,62,door-to-door,de,2,2,0.0,20.55,35.0,14,2,0,1,variant_a,1,14.91,high,282.75,0,237.44,123,-0.18,-0.07,a
2483,26681,5d95e1b002788032a4,f0695fcf7ef22fefba,46,door-to-door,de,2,0,0.0,12.61,41.0,10,0,0,15,variant_a,1,12.11,very high,211.77,0,147.44,25,-0.18,-0.0699999999999999,a
2466,34033,1c7addefad25c798c1,da7c103946de4a9694,79,referral,se,2,0,1.0,16.1,44.0,2,0,0,12,variant_a,1,8.0,high,208.78,0,267.7,120,-0.18,-0.06,a
2528,2149,d51c43b88fceb9f8c8,c0c9aa582bc0916b76,25,television,se,0,0,0.0,17.66,37.0,13,0,0,0,variant_a,1,14.59,medium,216.7,0,252.88,117,-0.18,-0.06,a
2478,27645,0b214389fac101bf39,f24f0710eca2530b62,77,referral,se,2,2,0.0,18.86,52.0,11,0,2,9,variant_a,1,9.95,high,291.95,0,284.47,71,-0.18,-0.0499999999999999,a
2477,34554,e55fc7f1333cfdc8a8,445fc21ea7ad0ad86c,73,door-to-door,de,0,3,0.0,28.77,67.0,13,0,0,5,variant_a,1,16.03,high,386.44,0,375.64,160,-0.18,-0.04,a
2441,27703,3bc9f4ac200719ade6,b721e00dda84703eeb,23,television,de,2,2,1.0,19.41,48.4,14,0,1,0,variant_a,1,12.51,medium,299.99,0,287.25,127,-0.18,-0.03,a
2450,3879,0780e8f5d5df0c219d,89023737d7aa808190,42,television,no,2,0,0.0,16.93,53.0,7,2,0,0,variant_a,1,9.89,very high,191.48,0,270.21,59,-0.18,-0.03,a
2469,1450,0bcd25b83e703478c7,4ac64b0c588a611dde,63,door-to-door,se,0,1,0.0,22.2,62.0,15,2,0,1,variant_a,1,7.61,high,292.39,0,294.34,86,-0.18,-0.03,a
2487,18317,fcd91dd50d34c125ee,568886567902d70e24,41,television,no,0,2,1.0,26.4,53.0,2,0,0,3,variant_a,1,6.54,low,323.62,0,269.28,157,-0.18,-0.03,a
2502,2993,ca279b8542ab30bd43,33a4bb91de9d7ba20e,58,door-to-door,de,0,0,1.0,12.38,42.0,11,0,0,0,variant_a,1,11.82,medium,126.43,0,163.0,97,-0.18,-0.01,a
2452,5052,58a64841d710f8f56e,907d4fe7b6cc4f4754,55,online paid,de,2,0,1.0,16.89,40.9,9,1,0,7,variant_a,1,8.06,very high,189.52,0,209.0,52,-0.18,0.0,a
2525,26016,542907b161d7afd165,e6d2747612fbbda42e,61,television,se,2,0,0.0,12.58,63.0,4,0,1,0,variant_a,1,11.68,low,170.12,0,203.39,132,-0.18,0.0,a
